忘,忘,wàng,ㄨㄤˋ,to forget/to overlook/to neglect,audio/ㄨㄤˋ.wav
文,文,wén,ㄨㄣˊ,anguage/culture/writing/formal,audio/ㄨㄣˊ.wav
问,問,wèn,ㄨㄣˋ,to ask,audio/ㄨㄣˋ.wav
我,我,wǒ,ㄨㄛˇ,I/me/myself,audio/ㄨㄛˇ.wav
五,五,wǔ,ㄨˇ,five,audio/ㄨˇ.wav
午,午,wǔ,ㄨˇ,noon,audio/ㄨˇ.wav
西,西,xī,ㄒㄧ,west,audio/ㄒㄧ.wav
息,息,xī,ㄒㄧ,news/interest/breath/rest,audio/ㄒㄧ.wav
习,習,xí,ㄒㄧˊ,to practice/to study/habit,audio/ㄒㄧˊ.wav
洗,洗,xǐ,ㄒㄧˇ,to wash/to bathe,audio/ㄒㄧˇ.wav
喜,喜,xǐ,ㄒㄧˇ,to like/to enjoy/to be happy,audio/ㄒㄧˇ.wav
系,系,xì,ㄒㄧˋ,to connect/system/department/to tie,audio/ㄒㄧˋ.wav
下,下,xià,ㄒㄧㄚˋ,under/second/next(week,etc.)/lower,audio/ㄒㄧㄚˋ.wav
先,先,xiān,ㄒㄧㄢ,early/prior/former,audio/ㄒㄧㄢ.wav
现,現,xiàn,ㄒㄧㄢˋ,appear/present/now/existing,audio/ㄒㄧㄢˋ.wav
想,想,xiǎng,ㄒㄧㄤˇ,to think/to believe/to suppose,audio/ㄒㄧㄤˇ.wav
小,小,xiǎo,ㄒㄧㄠˇ,small/tiny/few/young,audio/ㄒㄧㄠˇ.wav
校,校,xiào,ㄒㄧㄠˋ,school,audio/ㄒㄧㄠˋ.wav
笑,笑,xiào,ㄒㄧㄠˋ,laugh/smile,audio/ㄒㄧㄠˋ.wav
些,些,xiē,ㄒㄧㄝ,some/few/several,audio/ㄒㄧㄝ.wav
写,寫,xiě,ㄒㄧㄝˇ,to write,audio/ㄒㄧㄝˇ.wav
谢,謝,xiè,ㄒㄧㄝˋ,to thank,audio/ㄒㄧㄝˋ.wav
新,新,xīn,ㄒㄧㄣ,new/newly,audio/ㄒㄧㄣ.wav
星,星,xīng,ㄒㄧㄥ,star/satellite/small amount,audio/ㄒㄧㄥ.wav
行,行,xíng,ㄒㄧㄥˊ,to walk/to go/to travel/a visit,audio/ㄒㄧㄥˊ.wav
兴,興,xìng,ㄒㄧㄥˋ,feeling or desire to do sth/interest in sth,audio/ㄒㄧㄥˋ.wav
休,休,xiū,ㄒㄧㄡ,to rest,audio/ㄒㄧㄡ.wav
学,學,xué,ㄒㄩㄝˊ,earn/study/science/-ology,audio/ㄒㄩㄝˊ.wav
样,樣,yàng,ㄧㄤˋ,manner/pattern/way/appearance/shape,audio/ㄧㄤˋ.wav
要,要,yào,ㄧㄠˋ,important/vital/to want/to ask for,audio/ㄧㄠˋ.wav
爷,爺,yé,ㄧㄝˊ,grandpa/old gentleman,audio/ㄧㄝˊ.wav
也,也,yě,ㄧㄝˇ,also/too,audio/ㄧㄝˇ.wav
页,頁,yè,ㄧㄝˋ,page/leaf,audio/ㄧㄝˋ.wav
一,一,yī,ㄧ,one,audio/ㄧ.wav
医,醫,yī,ㄧ,medical/medicine/doctor,audio/ㄧ.wav
衣,衣,yī,ㄧ,clothes,audio/ㄧ.wav
影,影,yǐng,ㄧㄥˇ,picture/image/reflection/shadow,audio/ㄧㄥˇ.wav
用,用,yòng,ㄩㄥˋ,to use,audio/ㄩㄥˋ.wav
有,有,yǒu,ㄧㄡˇ,to have/there is/there are/to exist,audio/ㄧㄡˇ.wav
友,友,yǒu,ㄧㄡˇ,friend,audio/ㄧㄡˇ.wav
右,右,yòu,ㄧㄡˋ,right (-hand),audio/ㄧㄡˋ.wav
语,語,yǔ,ㄩˇ,dialect/language/speech,audio/ㄩˇ.wav
雨,雨,yǔ,ㄩˇ,rain,audio/ㄩˇ.wav
元,元,yuán,ㄩㄢˊ,currency unit/primary/first,audio/ㄩㄢˊ.wav
远,遠,yuǎn,ㄩㄢˇ,far/distant/remote,audio/ㄩㄢˇ.wav
院,院,yuàn,ㄩㄢˋ,courtyard/institution,audio/ㄩㄢˋ.wav
月,月,yuè,ㄩㄝˋ,moon/month,audio/ㄩㄝˋ.wav
在,在,zài,ㄗㄞˋ,(located) at/in/exist,audio/ㄗㄞˋ.wav
再,再,zài,ㄗㄞˋ,again/once more/second/another,audio/ㄗㄞˋ.wav
早,早,zǎo,ㄗㄠˇ,early/morning,audio/ㄗㄠˇ.wav
怎,怎,zěn,ㄗㄣˇ,how,audio/ㄗㄣˇ.wav
站,站,zhàn,ㄓㄢˋ,station/to stand/to halt/to stop,audio/ㄓㄢˋ.wav
找,找,zhǎo,ㄓㄠˇ,to try to find/to look for/to seek,audio/ㄓㄠˇ.wav
着,着,zhe,ㄓㄜ˙,aspect particle indicating action in progress,audio/ㄓㄜ˙.wav
这,這,zhè,ㄓㄜˋ,this/these,audio/ㄓㄜˋ.wav
真,真,zhēn,ㄓㄣ,real/true/genuine,audio/ㄓㄣ.wav
正,正,zhèng,ㄓㄥˋ,straight/upright/proper/main/principal,audio/ㄓㄥˋ.wav
知,知,zhī,ㄓ,to know/to be aware,audio/ㄓ.wav
中,中,zhōng,ㄓㄨㄥ,China/within/among/middle/center,audio/ㄓㄨㄥ.wav
重,重,zhòng,ㄓㄨㄥˋ,heavy/serious,audio/ㄓㄨㄥˋ.wav
住,住,zhù,ㄓㄨˋ,to live/to dwell/to reside/to stop,audio/ㄓㄨˋ.wav
准,準,zhǔn,ㄓㄨㄣˇ,to allow/to grant/to permit/accurate/standard,audio/ㄓㄨㄣˇ.wav
桌,桌,zhuō,ㄓㄨㄛ,table,audio/ㄓㄨㄛ.wav
子,子,zi,ㄗ˙,(noun suffix),audio/ㄗ˙.wav
字,字,zì,ㄗˋ,letter/symbol/character/word,audio/ㄗˋ.wav
走,走,zǒu,ㄗㄡˇ,to walk/to go/to move,audio/ㄗㄡˇ.wav
最,最,zuì,ㄗㄨㄟˋ,(the) most/-est,audio/ㄗㄨㄟˋ.wav
昨,昨,zuó,ㄗㄨㄛˊ,yesterday,audio/ㄗㄨㄛˊ.wav
左,左,zuǒ,ㄗㄨㄛˇ,left,audio/ㄗㄨㄛˇ.wav
做,做,zuò,ㄗㄨㄛˋ,to do/to make/to produce,audio/ㄗㄨㄛˋ.wav
坐,坐,zuò,ㄗㄨㄛˋ,to sit/to take a seat/to take (a bus,airplane etc.),audio/ㄗㄨㄛˋ.wav
作,作,zuò,ㄗㄨㄛˋ,to do/to grow/to write or compose/to pretend,audio/ㄗㄨㄛˋ.wav
